"_raw","_time",action,adom,"adom_oid",advpnsc,app,appcat,assignip,auditid,auditreporttype,auditscore,audittime,"authentication_service",bandwidth,body,bytes,"bytes_in","bytes_out",cfgattr,cfgobj,cfgpath,cfgtid,"change_type",changes,cookies,cpu,"cpu_load_percent",cpuusage,craction,criticalcount,crlevel,crscore,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",desc,dest,"dest_interface","dest_ip","dest_ip_range","dest_mac","dest_port","dest_translated_ip","dest_translated_port","dest_zone",devid,devname,devtype,dir,disk,disk2usage,disklograte,diskusage,dstcountry,dstdevtype,dstfamily,dsthwvendor,dsthwversion,dstintf,dstintfrole,dstip,dstmac,dstosname,dstport,dstserver,dstswversion,dstuuid,duration,durationdelta,dvc,"error_num",espauth,esptransform,eventtime,eventtype,exch,fazlograte,fctuid,freediskstorage,from,"ftnt_action",group,highcount,host,id,identifier,"in_spi",index,init,interface,itime,"lease_duration",level,linecount,locip,locport,"log_action","log_id",logdesc,"logdev_id","logdev_last_logging","logdev_name","logdev_offline_duration",logid,lograte,logratelimit,logratepeak,logver,lowcount,masterdstmac,mastersrcmac,mediumcount,mem,"mem_free","mem_used",memusage,method,mode,msg,msgrate,nextstat,object,"object_attrs","object_category","object_id","object_path",operation,"out_spi",outintf,packets,"packets_in","packets_out",passedcount,"peer_notif","performed_on",policyid,policyname,policytype,poluuid,pri,product,"product_version",profile,proto,protocol,"protocol_version",punct,rcvdbyte,rcvddelta,rcvdpkt,rcvdpktdelta,reason,remip,remport,"resource_type",result,role,rule,"rule_id",sentbyte,sentdelta,sentpkt,sentpktdelta,seq,service,"session_id",sessionid,setuprate,severity,"severity_id",signature,sn,source,sourcetype,spi,"splunk_server","splunk_server_group",src,"src_interface","src_ip","src_ip_from_ui","src_ip_range","src_mac","src_port","src_port_range","src_translated_ip","src_translated_port","src_user","src_user_name","src_user_type","src_zone",srccountry,srchwvendor,srcintf,srcintfrole,srcip,srcmac,srcport,srcserver,srcuuid,ssid,stage,state,status,stitch,stitchaction,subtype,sysuptime,tag,"tag::action","tag::app","tag::eventtype","tag::object_category","tcp_flag",time,timeendpos,timestamp,timestartpos,total,totalsession,trandisp,tranip,tranport,transip,transport,trigger,tunnelid,tunnelip,tunnelname,tunneltype,type,tz,ui,used,user,"user_from","user_name","user_type",useralt,userfrom,vd,vendor,"vendor_action","vendor_eventtype","vendor_product","vendor_status","vendor_transport","vendor_url",version,vpntunnel,vpntype,waninfo,wifi,xauthgroup,xauthuser
"Nov  2 01:49:50 172.28.174.30 logver=704042662 timestamp=1762048189 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-02 time=01:49:49 eventtime=1762015789668221411 tz=""+0900"" logid=""0101037128"" type=""event"" subtype=""vpn"" level=""error"" logdesc=""Progress IPsec phase 1"" msg=""progress IPsec phase 1"" action=""negotiate"" remip=66.132.153.156 locip=210.220.91.181 remport=5180 locport=500 outintf=""port28"" srccountry=""United States"" cookies=""4d65822107fcfd52/0000000000000000"" user=""N/A"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""N/A"" status=""failure"" init=""remote"" mode=""main"" dir=""inbound"" stage=1 role=""responder"" result=""ERROR"" fctuid=""N/A"" advpnsc=0","2025-11-02T01:49:50.000+0900",failure,,,0,,,"N/A",,,,,,,"progress IPsec phase 1",,,,,,,,auth,,"4d65822107fcfd52/0000000000000000",,,,,,,,"2025-11-02",1,2,49,november,50,sunday,2025,local,,"210.220.91.181",,"210.220.91.181",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,inbound,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1762015789668221411,"err0r ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_auth",,,"N/A",,,,"N/A",,"172.28.174.30",0101037128,,,fw,remote,,,,error,1,"210.220.91.181",500,negotiate,,"Progress IPsec phase 1",,,,,0101037128,,,,704042662,,,,,,,,,,main,"progress IPsec phase 1",,,,,,,,,,port28,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"66.132.153.156",5180,,ERROR,responder,,,,,,,,,,,,high,3,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"66.132.153.156",,"66.132.153.156",,,,,,,,,,,,"United States",,,,,,,,,,1,,failure,,,vpn,,"authentication
default
error
failure",failure,,"authentication
default
error",,,"01:49:49",16,1762048189,0,,,,,,,,,,,"N/A",,event,"+0900",,,,,,,"N/A",,root,Fortinet,negotiate,,"Fortinet Firewall",failure,,,,"N/A",,,,"N/A","N/A"
"Nov  2 01:49:50 172.28.174.30 logver=704042662 timestamp=1762048189 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-02 time=01:49:49 eventtime=1762015789668210760 tz=""+0900"" logid=""0101037124"" type=""event"" subtype=""vpn"" level=""error"" logdesc=""IPsec phase 1 error"" msg=""IPsec phase 1 error"" action=""negotiate"" remip=66.132.153.156 locip=210.220.91.181 remport=5180 locport=500 outintf=""port28"" cookies=""4d65822107fcfd52/0000000000000000"" user=""N/A"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""N/A"" status=""negotiate_error"" reason=""peer SA proposal not match local policy"" peer_notif=""NOT-APPLICABLE"" fctuid=""N/A"" advpnsc=0","2025-11-02T01:49:50.000+0900",failure,,,0,,,"N/A",,,,,,,"IPsec phase 1 error",,,,,,,,auth,,"4d65822107fcfd52/0000000000000000",,,,,,,,"2025-11-02",1,2,49,november,50,sunday,2025,local,,"210.220.91.181",,"210.220.91.181",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1762015789668210760,"err0r ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_auth",,,"N/A",,,,"N/A",,"172.28.174.30",0101037124,,,fw,,,,,error,1,"210.220.91.181",500,negotiate,,"IPsec phase 1 error",,,,,0101037124,,,,704042662,,,,,,,,,,,"IPsec phase 1 error",,,,,,,,,,port28,,,,,"NOT-APPLICABLE",,,,,,,Firewall,704042662,,,,,,,,,,"peer SA proposal not match local policy","66.132.153.156",5180,,"IPsec phase 1 error",,,,,,,,,,,,,high,3,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"66.132.153.156",,"66.132.153.156",,,,,,,,,,,,,,,,,,,,,,,,"negotiate_error",,,vpn,,"authentication
default
error
failure",failure,,"authentication
default
error",,,"01:49:49",16,1762048189,0,,,,,,,,,,,"N/A",,event,"+0900",,,,,,,"N/A",,root,Fortinet,negotiate,,"Fortinet Firewall","negotiate_error",,,,"N/A",,,,"N/A","N/A"
"Nov  2 00:57:33 172.28.174.30 timestamp=1762012649 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762012649 date=""2025-11-02"" time=""00:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=360/sec, msgrate=110/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=360 msgrate=110 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=12 diskusage=1 disk2usage=0","2025-11-02T00:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=360/sec, msgrate=110/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-02",0,2,57,november,33,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",00,,,fw,,,1762012649,,,1,,,Stats,0001010081,,,,,,00,360,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=360/sec, msgrate=110/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",110,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"00:57:29",16,1762012649,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 00:31:19 172.28.174.30 logver=704042662 timestamp=1762043476 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""mgt"" date=2025-11-02 time=00:31:16 eventtime=1762011075886898403 tz=""+0900"" logid=""0100032003"" type=""event"" subtype=""system"" level=""information"" logdesc=""Admin logout successful"" sn=""1762009655"" user=""ew5101"" ui=""https(192.168.25.80)"" method=""https"" srcip=192.168.25.80 dstip=172.28.174.20 action=""logout"" status=""success"" duration=1420 reason=""timeout"" msg=""Administrator ew5101 timed out on https(192.168.25.80)""","2025-11-02T00:31:19.000+0900",logoff,,,,,,,,,,,,,"Administrator ew5101 timed out on https(192.168.25.80)",,,,,,,,AAA,,,,,,,,,,"2025-11-02",0,2,31,november,19,sunday,2025,local,,"172.28.174.20",,"172.28.174.20",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,"172.28.174.20",,,,,,,1420,,"PYD_DMZ_FW",,,,1762011075886898403,"ftnt_fortigate ftnt_fortigate_auth_privileged ftnt_fortigate_auth_privileged_logout ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",0100032003,,,fw,,,,,information,1,,,logout,,"Admin logout successful",,,,,0100032003,,,,704042662,,,,,,,,,https,,"Administrator ew5101 timed out on https(192.168.25.80)",,,ew5101,,user,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,timeout,,,,"Admin logout successful",,,,,,,,,,,,,informational,6,,1762009655,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"192.168.25.80",,"192.168.25.80","192.168.25.80",,,,,,,ew5101,ew5101,Admin,,,,,,"192.168.25.80",,,,,,,,success,,,system,,"account
change",,,"account
change",,,"00:31:16",16,1762043476,0,,,,,,,,,,,,,event,"+0900","https(192.168.25.80)",,ew5101,,ew5101,Admin,,,mgt,Fortinet,logout,,"Fortinet Firewall",success,,,,,,,,,
"Nov  2 00:07:39 172.28.174.30 logver=704042662 timestamp=1762042055 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""mgt"" date=2025-11-02 time=00:07:35 eventtime=1762009655406417393 tz=""+0900"" logid=""0100032001"" type=""event"" subtype=""system"" level=""information"" logdesc=""Admin login successful"" sn=""1762009655"" user=""ew5101"" ui=""https(192.168.25.80)"" method=""https"" srcip=192.168.25.80 dstip=172.28.174.20 action=""login"" status=""success"" reason=""none"" profile=""super_admin_readonly"" msg=""Administrator ew5101 logged in successfully from https(192.168.25.80)""","2025-11-02T00:07:39.000+0900",success,,,,FortiOS,,,,,,,,,"Administrator ew5101 logged in successfully from https(192.168.25.80)",,,,,,,,auth,,,,,,,,,,"2025-11-02",0,2,7,november,39,sunday,2025,local,,"172.28.174.20",,"172.28.174.20",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,"172.28.174.20",,,,,,,,,"PYD_DMZ_FW",,,,1762009655406417393,"ftnt_fortigate ftnt_fortigate_auth_privileged ftnt_fortigate_auth_privileged_login ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",0100032001,,,fw,,,,,information,1,,,login,,"Admin login successful",,,,,0100032001,,,,704042662,,,,,,,,,https,,"Administrator ew5101 logged in successfully from https(192.168.25.80)",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,"super_admin_readonly",,,,,,,,,none,,,,"Admin login successful",,,,,,,,,,,,,informational,6,,1762009655,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"192.168.25.80",,"192.168.25.80","192.168.25.80",,,,,,,ew5101,ew5101,Admin,,,,,,"192.168.25.80",,,,,,,,success,,,system,,"authentication
privileged
success",success,,"authentication
privileged",,,"00:07:35",16,1762042055,0,,,,,,,,,,,,,event,"+0900","https(192.168.25.80)",,ew5101,,ew5101,Admin,,,mgt,Fortinet,login,,"Fortinet Firewall",success,,,,,,,,,
"Nov  2 00:03:25 172.24.176.50 logver=704042662 timestamp=1762041600 devname=""PPKW_ORD_FW_01"" devid=""FG4H0FT923912759"" vd=""MGT"" date=2025-11-02 time=00:00:00 eventtime=1762009200720811215 tz=""+0900"" logid=""0102038012"" type=""event"" subtype=""user"" level=""notice"" logdesc=""Seeding from entropy source"" user=""system"" action=""reseeding"" msg=""Reseeding PRNG from JitterEnt entropy""","2025-11-02T00:03:25.000+0900",,,,,,,,,,,,,,"Reseeding PRNG from JitterEnt entropy",,,,,,,,,,,,,,,,,,"2025-11-02",0,2,3,november,25,sunday,2025,local,,,,,,,,,,,FG4H0FT923912759,"PPKW_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PPKW_ORD_FW_01",,,,1762009200720811215,"ftnt_fortigate ftnt_fortigate_event",,,,,,,,,"172.24.176.50",0102038012,,,fw,,,,,notice,1,,,reseeding,,"Seeding from entropy source",,,,,0102038012,,,,704042662,,,,,,,,,,,"Reseeding PRNG from JitterEnt entropy",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Seeding from entropy source",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,user,,,,,,,,"00:00:00",16,1762041600,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,,MGT,Fortinet,reseeding,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 23:57:34 172.28.174.30 timestamp=1762009049 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762009049 date=""2025-11-01"" time=""23:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=351/sec, msgrate=110/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=351 msgrate=110 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=11 diskusage=1 disk2usage=0","2025-11-01T23:57:34.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=351/sec, msgrate=110/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",23,1,57,november,34,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",23,,,fw,,,1762009049,,,1,,,Stats,0001010081,,,,,,23,351,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=351/sec, msgrate=110/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",110,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"23:57:29",16,1762009049,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 22:57:33 172.28.174.30 timestamp=1762005449 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762005449 date=""2025-11-01"" time=""22:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=375/sec, msgrate=119/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=375 msgrate=119 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T22:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=375/sec, msgrate=119/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",22,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",22,,,fw,,,1762005449,,,1,,,Stats,0001010081,,,,,,22,375,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=375/sec, msgrate=119/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",119,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"22:57:29",16,1762005449,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 21:57:33 172.28.174.30 timestamp=1762001849 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762001849 date=""2025-11-01"" time=""21:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=424/sec, msgrate=143/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=424 msgrate=143 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T21:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=424/sec, msgrate=143/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",21,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",21,,,fw,,,1762001849,,,1,,,Stats,0001010081,,,,,,21,424,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=424/sec, msgrate=143/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",143,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"21:57:29",16,1762001849,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 21:00:01 172.28.174.30 timestamp=1761998395 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761998395 date=""2025-11-01"" time=""20:59:55"" tz=""+0900"" log_id=""0028037013"" type=""event"" subtype=""fazsys"" pri=""warning"" desc=""User login failed"" user=""system"" userfrom=""system"" msg=""Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password."" operation=""Log In"" performed_on="""" changes=""Failed to login."" action=""fail""","2025-11-01T21:00:01.000+0900",,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,,"Failed to login.",,,,,,,,,"2025-11-01",21,1,0,november,1,saturday,2025,local,"User login failed",,,,,,,,,,FAZ3KGT223000012,".self",,,,,,,,,,,,,,,,,,,,,,,".self",,,,,"err0r ftnt_fortigate ftnt_fortigate_event",,,,,,,,,"172.28.174.30",20,,,fw,,,1761998395,,,1,,,fail,0028037013,,,,,,20,,,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,"Log In",,,,,,,,,,,,,warning,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,fazsys,,error,,,error,,,"20:59:55",16,1761998395,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,fail,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 20:23:31 172.28.174.30 logver=704042662 timestamp=1762028609 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-01 time=20:23:29 eventtime=1761996209529168506 tz=""+0900"" logid=""0101037134"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec phase 1 SA deleted"" msg=""delete IPsec phase 1 SA"" action=""delete_phase1_sa"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" cookies=""35943cd74efeeaf7/65ce720c93c3c7c5"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" fctuid=""N/A"" advpnsc=0","2025-11-01T20:23:31.000+0900",,,,0,,,"N/A",,,,,,,"delete IPsec phase 1 SA",,,,,,,,,,"35943cd74efeeaf7/65ce720c93c3c7c5",,,,,,,,"2025-11-01",20,1,23,november,31,saturday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1761996209529168506,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn",,,"N/A",,,,"N/A",,"172.28.174.30",0101037134,,,fw,,,,,notice,1,"211.118.169.254",500,"delete_phase1_sa",,"IPsec phase 1 SA deleted",,,,,0101037134,,,,704042662,,,,,,,,,,,"delete IPsec phase 1 SA",,,,,,,,,,port25,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"118.37.63.33",500,,"IPsec phase 1 SA deleted",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,,,,,,,,,,,,,,,,vpn,,,,,,,,"20:23:29",16,1762028609,0,,,,,,,,,,,"NCP_Tunnel",,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,"delete_phase1_sa",,"Fortinet Firewall",unknown,,,,"NCP_Tunnel",,,,"N/A","N/A"
"Nov  1 20:23:31 172.28.174.30 logver=704042662 timestamp=1762028609 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-01 time=20:23:29 eventtime=1761996209529136649 tz=""+0900"" logid=""0101037127"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""Progress IPsec phase 1"" msg=""progress IPsec phase 1"" action=""negotiate"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" srccountry=""Korea, Republic of"" cookies=""7b5f9c6b6043d6c1/e196607f6bd34902"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" status=""success"" init=""local"" exch=""CREATE_CHILD"" dir=""inbound"" role=""initiator"" result=""DONE"" version=""IKEv2"" fctuid=""N/A"" advpnsc=0","2025-11-01T20:23:31.000+0900",success,,,0,vpn,,"N/A",,,,,,,"progress IPsec phase 1",,,,,,,,auth,,"7b5f9c6b6043d6c1/e196607f6bd34902",,,,,,,,"2025-11-01",20,1,23,november,31,saturday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,inbound,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW",,,,1761996209529136649,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn ftnt_fortigate_vpn_auth","CREATE_CHILD",,"N/A",,,,"N/A",,"172.28.174.30",0101037127,,,fw,local,,,,notice,1,"211.118.169.254",500,negotiate,,"Progress IPsec phase 1",,,,,0101037127,,,,704042662,,,,,,,,,,,"progress IPsec phase 1",,,,,,,,,,port25,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"118.37.63.33",500,,DONE,initiator,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,"Korea, Republic of",,,,,,,,,,,,success,,,vpn,,"authentication
default
success",success,,"authentication
default",,,"20:23:29",16,1762028609,0,,,,,,,,,,,"NCP_Tunnel",,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,negotiate,,"Fortinet Firewall",success,,,IKEv2,"NCP_Tunnel",,,,"N/A","N/A"
